,brand,model,variant,body_type,fuel_type,engine_cc,transmission,mileage_kmpl_or_range,price_min_inr,price_max_inr,segment,seating,launch_year,country,price,score
154,Kia,EV6,Pro Hybrid,Coupe,Diesel,0.11794339902207733,Manual,0.01451378809869376,1411139,5114012,Premium,5,2024,South Korea,0.18285019481409998,0.2329559569354333
155,Mahindra,Bolero,Edition S,SUV,Diesel,0.14787375907541858,CVT,0.018867924528301883,8546366,12325485,Luxury,5,2019,India,0.6911180365592761,0.11339901626017036
156,Bentley,Continental GT,Base MT,Hatchback,Hybrid,0.11794339902207733,DCT,0.018867924528301883,6347388,11003592,Luxury,7,2017,UK,0.5663823479177641,0.13859686640988012
157,Mercedes-Benz,A-Class,Max Plus,Coupe,Diesel,0.11794339902207733,Automatic,0.01451378809869376,8988227,9143341,Luxury,5,2018,Germany,0.5940366362246349,0.13015934658279957
158,Hyundai,Tucson,Max S,Hatchback,Diesel,0.26655800859386575,Manual,0.0,2514217,6683095,Premium,7,2025,South Korea,0.2775182023883597,0.2339320511216832
159,Rolls-Royce,Ghost,Sport Turbo,Coupe,Hybrid,0.4442139576233516,Manual,0.007256894049346879,3679657,8331494,Luxury,7,2022,UK,0.3772055085666728,0.24708132730027355
160,Ferrari,Purosangue,Signature Hybrid,Hatchback,Electric,0.0,Automatic,0.5413642960812772,544780,4770844,Premium,4,2024,Italy,0.1399996662728663,0.4044775870602304
161,Mahindra,Scorpio,ZX Hybrid,Sedan,Electric,0.0,Automatic,0.4716981132075472,3711545,5503541,Premium,7,2024,India,0.27814789093131237,0.3455573668898134
162,Tata,Nexon,Signature S,MPV,CNG,0.29604385834938507,Automatic,0.026124818577648763,13648781,14267188,Luxury,2,2019,India,0.9406735896034149,0.08318406077120037
163,Honda,CR-V,Pro EV,Luxury Sedan,CNG,0.2219588087124018,DCT,0.015965166908563137,9932877,12901734,Luxury,5,2020,Japan,0.7606537339017843,0.1098161366850314
164,Audi,A8,ZX MT,Coupe,Petrol,0.1773596088309379,Manual,0.007256894049346879,1638328,4652373,Premium,4,2017,Germany,0.17454421535560732,0.24437578084455713
165,Audi,A6,Max Plus,Coupe,Diesel,0.36953622758927246,CVT,0.013062409288824383,2007587,2131385,Mid,5,2021,Germany,0.09831381708628366,0.30390063449737215
166,Tesla,Model 3,Base Plus,MPV,Diesel,0.26655800859386575,CVT,0.010159651669085631,9320978,13694166,Luxury,6,2016,USA,0.7670495683636314,0.11510508771204528
167,BMW,X5,Signature Hybrid,Sedan,CNG,0.14787375907541858,Manual,0.02031930333817126,6239864,7982528,Luxury,7,2023,Germany,0.45554426874486326,0.17280044079722784
168,Ferrari,Roma,Base X,Luxury Sedan,Electric,0.0,Automatic,0.38896952104499277,2042038,4379432,Premium,5,2017,Italy,0.17917703526521545,0.3413450735494436
169,Tesla,Model Y,Premium MT,Hatchback,Electric,0.0,Automatic,0.9782293178519593,1956764,4261961,Premium,5,2016,USA,0.1719942849759764,0.5493816900041917
170,Mahindra,Scorpio,Max Turbo,Sedan,Electric,0.0,Automatic,0.6792452830188679,13457329,13716339,Luxury,6,2018,India,0.9143757143292901,0.2591419204742812
171,Kia,Seltos,Pro Hybrid,Sedan,Diesel,0.5920877166987701,Manual,0.007256894049346879,8702867,10999500,Luxury,6,2019,South Korea,0.6496861317563934,0.20853592331792709
172,Honda,City,Max MT,MPV,Hybrid,0.2219588087124018,DCT,0.0014513788098693744,5183548,7754255,Luxury,4,2024,Japan,0.4100344805315742,0.19239112419304108
173,Tesla,Model Y,Max S,MPV,Diesel,0.36953622758927246,Manual,0.005805515239477503,2342866,5788513,Premium,2,2019,USA,0.23975485155820636,0.26600046296212
174,Porsche,Panamera,Premium S,Luxury Sedan,Hybrid,0.9999999999999999,Automatic,0.02031930333817126,8035752,9571859,Luxury,6,2018,Germany,0.5754741449508731,0.31324321993064164
175,Porsche,Cayenne,Luxury S,Hatchback,Petrol,0.5920877166987701,DCT,0.0014513788098693744,9240831,11191833,Luxury,6,2017,Germany,0.675558735213842,0.2000358421197478
176,Ferrari,Roma,LX MT,Hatchback,CNG,0.36953622758927246,DCT,0.017416545718432506,6229536,10445831,Luxury,2,2018,Italy,0.5424470623562772,0.1943912709302366
177,Porsche,Taycan,Premium Turbo,Luxury Sedan,Electric,0.0,Automatic,0.5312046444121916,9914571,10166927,Luxury,5,2020,Germany,0.6631177986281264,0.27014217588723544
178,BMW,X1,Premium EV,Coupe,CNG,0.4442139576233516,Automatic,0.017416545718432506,5867966,10561034,Luxury,2,2018,Germany,0.5337188932743815,0.21150885920752632
179,Hyundai,Creta,Edition S,MPV,CNG,0.5920877166987701,Manual,0.004354136429608127,6012528,7610016,Luxury,2,2023,South Korea,0.4342931483941791,0.2613682039915721
180,Mahindra,Thar,Max Plus,SUV,Hybrid,0.4442139576233516,CVT,0.007256894049346879,9916606,13486392,Luxury,2,2021,India,0.7807902693953831,0.14618513709309597
181,Lamborghini,Urus,Pro Plus,SUV,Electric,0.0,Automatic,0.9666182873730044,10925434,13131838,Luxury,7,2018,Italy,0.8039695673447361,0.38732400874436745
182,Lamborghini,Aventador,LX Turbo,Hatchback,Electric,0.0,Automatic,0.5921625544267054,3299336,7443374,Premium,7,2022,Italy,0.3322678037668866,0.3741899431076252
183,Mahindra,Thar,Luxury S,MPV,Hybrid,0.2219588087124018,DCT,0.01451378809869376,11176874,13226873,Luxury,6,2018,India,0.8162443134862641,0.09541050920545714
184,Tesla,Model Y,Edition S,Sedan,Electric,0.0,Automatic,0.4629898403483309,3530117,7576858,Premium,2,2022,USA,0.3451728052915094,0.32575324279903844
185,Hyundai,Creta,Max AT,MPV,Hybrid,0.29604385834938507,Manual,0.0014513788098693744,10327710,11202704,Luxury,5,2017,South Korea,0.7144492830942443,0.13110443347977022
186,Toyota,Urban Cruiser,Max Turbo,Hatchback,Petrol,0.11794339902207733,Automatic,0.005805515239477503,4762608,7382774,Luxury,7,2018,Japan,0.38196097851204674,0.18013036551022088
187,Maruti Suzuki,Baleno,LX AT,Sedan,Petrol,0.5920877166987701,CVT,0.02031930333817126,8105475,10664573,Luxury,4,2017,Japan/India,0.616656392098631,0.22136520148345623
188,Bentley,Continental GT,Premium AT,SUV,Electric,0.0,Automatic,0.4746008708272859,8829359,13420910,Luxury,5,2022,UK,0.7399519525038976,0.23112231666357566
189,BMW,3 Series,Sport Turbo,Coupe,Hybrid,0.36953622758927246,Automatic,0.0,6975833,9633239,Luxury,5,2022,Germany,0.5400983956546318,0.18888264660419654
190,Lamborghini,Urus,Sport AT,SUV,CNG,0.14787375907541858,Automatic,0.0,1593396,6431784,Premium,7,2023,Italy,0.23599248554194507,0.22057663042959746
191,Rolls-Royce,Ghost,Luxury EV,SUV,Petrol,0.14787375907541858,DCT,0.005805515239477503,5875941,6597966,Luxury,4,2016,UK,0.39359980086905805,0.18320673193163634
192,Bentley,Continental GT,LX Hybrid,SUV,Electric,0.0,Automatic,0.6560232220609579,9641162,14045143,Luxury,4,2017,UK,0.7908271306555544,0.28190134505744663
193,Tesla,Model X,Edition X,MPV,Hybrid,0.1773596088309379,Automatic,0.02031930333817126,6814818,11195140,Luxury,5,2018,USA,0.5897282968689203,0.14515160371731745
194,Porsche,Taycan,Pro Hybrid,Coupe,Petrol,0.9999999999999999,Automatic,0.0029027576197387505,2060092,6818950,Premium,7,2019,Germany,0.2662426891349818,0.38445529288316305
195,Ferrari,SF90,Max MT,Sedan,Diesel,0.2219588087124018,CVT,0.010159651669085631,4560780,7254341,Premium,2,2019,Italy,0.3702606539996081,0.20538247632675832
196,Tata,Safari,Luxury MT,Coupe,Electric,0.0,Automatic,0.6531204644412192,1059896,2828041,Mid,2,2018,India,0.08942027239290469,0.45623709445620053
197,Porsche,Panamera,Signature Plus,Sedan,Hybrid,0.36953622758927246,Automatic,0.0,11264413,12602823,Luxury,2,2025,Germany,0.7972370652659385,0.12459797920136986
198,Porsche,Panamera,Luxury Hybrid,Sedan,Diesel,0.2219588087124018,Automatic,0.008708272859216255,3981795,6579720,Premium,7,2022,Germany,0.32584851629415645,0.21597752816966692
199,Tata,Harrier,Sport Plus,Hatchback,Hybrid,0.36953622758927246,CVT,0.004354136429608127,7711963,12276269,Luxury,2,2018,India,0.659813616584297,0.16047778912214306
200,Bentley,Continental GT,VX EV,Luxury Sedan,CNG,0.14787375907541858,Manual,0.02031930333817126,5536217,9559784,Luxury,6,2019,UK,0.48649405935588613,0.1650629931444721
201,Toyota,Corolla,Pro MT,Coupe,CNG,0.1773596088309379,Manual,0.005805515239477503,6436328,11205107,Luxury,6,2023,Japan,0.5766724450114578,0.14333574084714026
202,Porsche,Panamera,Sport EV,SUV,Petrol,0.14787375907541858,DCT,0.021770682148040635,9136487,11105274,Luxury,5,2017,Germany,0.6687955174848396,0.11999561119568805
203,Bentley,Continental GT,Pro S,Coupe,Diesel,0.26655800859386575,DCT,0.018867924528301883,8146890,11484543,Luxury,6,2025,UK,0.6471731168410225,0.1481220960934232
204,Honda,City,ZX Turbo,SUV,Hybrid,0.36953622758927246,DCT,0.0029027576197387505,5738781,6133760,Premium,7,2019,Japan,0.3722949015598839,0.23184948529479207
205,Audi,Q5,Edition EV,Coupe,CNG,0.9999999999999999,Automatic,0.007256894049346879,6015203,6544291,Luxury,4,2020,Germany,0.39663193507214617,0.35338192914923483
206,Audi,Q5,Signature Hybrid,Sedan,Hybrid,0.11794339902207733,Manual,0.0,2316293,6946496,Premium,5,2022,Germany,0.2798378893877358,0.20362920745748153
207,Mahindra,Bolero,VX EV,Sedan,Diesel,0.11794339902207733,Automatic,0.018867924528301883,10705289,13247710,Luxury,2,2017,India,0.8002754347105907,0.08012359471167345
208,Kia,EV6,VX Turbo,MPV,Petrol,0.4442139576233516,Automatic,0.004354136429608127,8608078,12025326,Luxury,4,2020,South Korea,0.6826704533477631,0.1696991259380924
209,Audi,A6,Edition Plus,Hatchback,CNG,0.5920877166987701,CVT,0.02322206095791001,3576248,6324944,Premium,7,2021,Germany,0.3024549173435476,0.30093153533913564
210,Tesla,Model Y,Edition X,Sedan,Petrol,0.9999999999999999,Automatic,0.021770682148040635,378131,3627150,Mid,6,2025,USA,0.09357747799570852,0.4342253692528871
211,Tesla,Model S,Premium EV,Sedan,Diesel,0.2219588087124018,CVT,0.004354136429608127,10087058,11289562,Luxury,6,2024,USA,0.7090007447925193,0.11866552329471339
212,Kia,Carens,Signature Hybrid,Hatchback,Diesel,0.11794339902207733,CVT,0.018867924528301883,4837931,8936469,Luxury,2,2023,South Korea,0.4396730281836816,0.17027419634340074
213,Maruti Suzuki,Alto,LX Turbo,SUV,Hybrid,0.14787375907541858,Automatic,0.0,7513575,11416574,Luxury,4,2021,Japan/India,0.6223283716989045,0.12399265889035758
214,Tesla,Model S,Sport MT,Coupe,Electric,0.0,Automatic,0.6386066763425254,9964308,11564826,Luxury,7,2023,USA,0.7144039358828692,0.2949113527491666
215,Kia,Sonet,ZX Plus,SUV,Petrol,0.36953622758927246,DCT,0.015965166908563137,3025295,5993364,Premium,2,2017,South Korea,0.27118897164321965,0.2616978110250467
216,Bentley,Continental GT,Sport Hybrid,MPV,Petrol,0.5920877166987701,Automatic,0.0014513788098693744,14052419,14692969,Luxury,7,2020,UK,0.9700578385967334,0.12641106627402496
217,Honda,Amaze,Sport Turbo,Coupe,Petrol,0.4442139576233516,Manual,0.017416545718432506,2858690,4508874,Premium,2,2022,Japan,0.2126947888578926,0.29176488531164857
218,Maruti Suzuki,Ertiga,ZX S,MPV,Electric,0.0,Automatic,0.3904208998548621,9138530,13670657,Luxury,6,2017,Japan/India,0.7597530249158481,0.19670905872023972
219,BMW,7 Series,Max EV,MPV,CNG,0.14787375907541858,DCT,0.02031930333817126,3207499,5266994,Premium,6,2021,Germany,0.2519105258423661,0.2237088765228521
220,Mahindra,Thar,Edition MT,Luxury Sedan,CNG,0.29604385834938507,Automatic,0.007256894049346879,8585225,13398725,Luxury,7,2025,India,0.730516933764694,0.12911945114597492
221,BMW,5 Series,Pro Hybrid,Hatchback,CNG,0.4442139576233516,DCT,0.008708272859216255,7861741,9892967,Luxury,5,2019,Germany,0.5806854252255838,0.19671933071900008
222,Mahindra,XUV700,Base S,MPV,Electric,0.0,Automatic,0.43686502177068215,5186099,6282861,Premium,5,2017,India,0.3579970320958705,0.3134034995957711
223,Toyota,Innova Hycross,Sport X,Hatchback,Petrol,0.1773596088309379,Manual,0.004354136429608127,8096188,9803205,Luxury,7,2023,Japan,0.5858112543488595,0.14054305592933555
224,Audi,A4,Luxury Turbo,Luxury Sedan,CNG,0.36953622758927246,DCT,0.004354136429608127,7714717,10069717,Luxury,6,2023,Germany,0.5817385433547505,0.1799965574295297
225,Lamborghini,Huracan,Max X,Coupe,Hybrid,0.29604385834938507,Automatic,0.004354136429608127,858347,2956164,Mid,5,2023,Italy,0.08681897212538801,0.2890279763888929
226,Mercedes-Benz,GLE,Sport MT,Hatchback,Hybrid,0.36953622758927246,CVT,0.010159651669085631,3667254,8328260,Premium,2,2022,Germany,0.37665152861021106,0.23330024144948172
227,Hyundai,Creta,VX X,Luxury Sedan,Diesel,0.9999999999999999,DCT,0.007256894049346879,695061,2574838,Mid,7,2019,South Korea,0.067524725655571,0.43565873150337864
228,Porsche,Macan,LX Hybrid,MPV,Hybrid,0.1773596088309379,DCT,0.024673439767779387,5931452,10492386,Luxury,6,2023,Germany,0.5335360164735081,0.16072362156653333
229,BMW,7 Series,Sport Plus,Sedan,Electric,0.0,Automatic,0.8127721335268505,1421830,1700809,Mid,2,2022,Germany,0.062307670696911885,0.5188933290601696
230,Toyota,Camry,Base EV,Luxury Sedan,Electric,0.0,Automatic,0.7619738751814223,10146550,10505680,Luxury,5,2018,Japan,0.6833374116300647,0.3458565034059816
231,Mercedes-Benz,E-Class,Premium AT,MPV,Hybrid,0.2219588087124018,Manual,0.015965166908563137,9486348,9611678,Luxury,4,2021,Germany,0.6282758356082813,0.14291061125840715
232,Audi,Q7,Luxury MT,Luxury Sedan,Electric,0.0,Automatic,1.0,11878304,13382471,Luxury,5,2024,Germany,0.8466066805724363,0.38834832985689094
233,Rolls-Royce,Phantom,Base AT,Hatchback,Electric,0.0,Automatic,0.8214804063860668,7546060,8225476,Luxury,6,2021,UK,0.5104265815716797,0.4099114968422034
234,Audi,Q7,Pro Hybrid,Luxury Sedan,Petrol,0.29604385834938507,Manual,0.011611030478955007,9819382,13500627,Luxury,6,2023,Germany,0.7778501758603827,0.11881008837241558
235,Mahindra,Scorpio,ZX X,SUV,Hybrid,0.36953622758927246,DCT,0.013062409288824383,6589780,7547532,Luxury,4,2025,India,0.45253009628878066,0.21534656469674787
236,Hyundai,i20,VX S,Hatchback,CNG,0.26655800859386575,DCT,0.013062409288824383,6888907,8692848,Luxury,7,2017,South Korea,0.5037031135076482,0.18195766659294965
237,Tesla,Model X,Luxury Plus,Sedan,Electric,0.0,Automatic,0.7155297532656023,2408163,4901309,Premium,6,2023,USA,0.21063673401164495,0.4477762301400495
238,Kia,EV6,VX AT,Coupe,CNG,0.11794339902207733,DCT,0.0029027576197387505,8837211,10347668,Luxury,5,2021,South Korea,0.6313528210376199,0.11676643971191905
239,Toyota,Urban Cruiser,Signature AT,Luxury Sedan,Petrol,0.9999999999999999,CVT,0.013062409288824383,1710730,2525535,Mid,2,2019,Japan,0.1017606657083998,0.42913167682398856
240,Maruti Suzuki,Fronx,Sport EV,Coupe,Hybrid,0.14787375907541858,Manual,0.004354136429608127,5303295,6331859,Premium,5,2020,Japan/India,0.3638848715077909,0.19012748168849886
241,Audi,Q7,Pro S,Luxury Sedan,Diesel,0.36953622758927246,Automatic,0.004354136429608127,2954718,7042123,Premium,7,2022,Germany,0.30584352314105395,0.24897031248295387
242,Hyundai,i20,VX S,Hatchback,Petrol,0.5920877166987701,Automatic,0.004354136429608127,691544,3695269,Mid,2,2016,South Korea,0.10709420631627846,0.3431679395110473
243,Kia,Carens,VX Turbo,Hatchback,CNG,0.2219588087124018,Manual,0.017416545718432506,6262683,11073109,Luxury,2,2025,South Korea,0.5658442749127925,0.1590264840157336
244,Tata,Altroz,Edition S,Hatchback,Hybrid,0.36953622758927246,CVT,0.026124818577648763,6188213,10358763,Luxury,7,2018,India,0.5378984890628017,0.19857630975433113
245,Ferrari,Roma,VX Turbo,Coupe,Hybrid,0.36953622758927246,Automatic,0.01451378809869376,7870057,10231592,Luxury,4,2019,Italy,0.592976680586253,0.18074290120583408
246,Ferrari,Roma,ZX Plus,Luxury Sedan,Electric,0.0,Automatic,0.5108853410740203,3583062,6988760,Premium,7,2023,Italy,0.32621366762825194,0.3472564524688441
247,Porsche,Panamera,Signature S,Hatchback,Electric,0.0,Automatic,0.8592162554426706,5000759,7898631,Luxury,4,2016,Germany,0.40867360363270844,0.4485572884967576
248,Ferrari,Roma,Edition MT,SUV,Diesel,0.4442139576233516,Automatic,0.013062409288824383,7003521,11043476,Luxury,5,2024,Italy,0.5910404963705757,0.19565451068311496
249,Honda,CR-V,Edition Plus,SUV,Hybrid,0.11794339902207733,DCT,0.005805515239477503,8881547,12304837,Luxury,5,2016,Japan,0.7022611572119443,0.10005532083524653
250,Mercedes-Benz,GLA,Max MT,Sedan,Electric,0.0,Automatic,0.9288824383164006,5757663,7610143,Luxury,2,2022,Germany,0.4252684156353926,0.46879174950189206
251,Mercedes-Benz,GLE,Edition EV,Coupe,Electric,0.0,Automatic,0.8592162554426706,1045998,5178934,Premium,2,2016,Germany,0.17221418352363632,0.5076721435240256
252,Maruti Suzuki,Alto,Signature X,MPV,CNG,0.29604385834938507,Manual,0.024673439767779387,1622913,6174518,Premium,5,2019,Japan/India,0.22792390582050237,0.26086349913347423
253,Ferrari,Roma,VX Hybrid,Sedan,Petrol,0.9999999999999999,Manual,0.02322206095791001,5237183,7509952,Luxury,5,2019,Italy,0.40327958826716015,0.35730782426847846
254,Hyundai,Tucson,Base S,Hatchback,Hybrid,0.4442139576233516,Automatic,0.008708272859216255,5968422,8536872,Luxury,7,2018,South Korea,0.46556678186393546,0.2254989915594121
255,Mahindra,Thar,ZX Turbo,Coupe,Hybrid,0.11794339902207733,Automatic,0.0014513788098693744,9048007,9247940,Luxury,6,2024,India,0.5998601747079259,0.12413161871088828
256,Honda,City,Edition Hybrid,MPV,Electric,0.0,Automatic,0.6444121915820029,1697927,2142593,Mid,5,2022,Japan,0.08774040620402283,0.4536091655026953
257,Porsche,Macan,Base Plus,SUV,Diesel,0.36953622758927246,Manual,0.010159651669085631,561511,3195515,Mid,4,2016,Germany,0.08478242177703464,0.3062675181577758
258,BMW,3 Series,ZX Turbo,SUV,Petrol,0.2219588087124018,Manual,0.008708272859216255,8464334,12133157,Luxury,7,2022,Germany,0.6813981452211142,0.12709012093792751
259,Ferrari,296 GTB,Max S,Luxury Sedan,Electric,0.0,Automatic,0.8026124818577649,5757784,10525183,Luxury,7,2016,Italy,0.5285453078691263,0.39877804168293607
260,Maruti Suzuki,Swift,Edition X,MPV,Petrol,0.11794339902207733,Manual,0.007256894049346879,2202319,7024082,Premium,6,2023,Japan/India,0.2785487531943656,0.2064914044230955
261,Porsche,911,Max MT,SUV,Petrol,0.9999999999999999,DCT,0.015965166908563137,11622680,12326462,Luxury,4,2018,Germany,0.8001387908088146,0.25555311071579345
262,Honda,CR-V,VX Turbo,Luxury Sedan,Hybrid,0.1773596088309379,DCT,0.007256894049346879,8661946,12653309,Luxury,6,2022,Japan,0.7068267357096855,0.11130515075603761
263,Honda,Accord,Luxury Hybrid,SUV,Hybrid,0.4442139576233516,CVT,0.0029027576197387505,6738968,9857183,Luxury,4,2020,Japan,0.5396406368123065,0.20494859748850228
264,Mercedes-Benz,GLE,Signature EV,MPV,Hybrid,0.11794339902207733,DCT,0.024673439767779387,11293190,11769506,Luxury,6,2025,Germany,0.7687342172662128,0.09004082940658505
265,Mahindra,Scorpio,Base Hybrid,Luxury Sedan,Petrol,0.14787375907541858,Manual,0.0,12327497,13057976,Luxury,2,2016,India,0.8510244200755931,0.06681864679618545
266,Mahindra,Scorpio,ZX EV,Luxury Sedan,Electric,0.0,Automatic,0.9506531204644413,7546103,10129247,Luxury,6,2016,India,0.577873968975351,0.4382600999187166
267,BMW,3 Series,Edition Plus,Sedan,Diesel,0.4442139576233516,DCT,0.011611030478955007,8573420,11092162,Luxury,7,2024,Germany,0.6483829308419953,0.18081091948180578
268,Mahindra,XUV700,ZX Turbo,SUV,Electric,0.0,Automatic,0.6850507982583455,2548541,2826831,Premium,7,2024,India,0.14211638907383034,0.4542386821219633
269,Bentley,Flying Spur,ZX Plus,SUV,Petrol,0.14787375907541858,DCT,0.0014513788098693744,504335,2858767,Mid,5,2020,UK,0.07082667576634041,0.2623760654569529
270,Honda,City,Signature EV,Sedan,Diesel,0.26655800859386575,Manual,0.004354136429608127,12754404,13361431,Luxury,4,2018,Japan,0.8768993263211192,0.08561071788885619
271,Bentley,Bentayga,LX MT,Sedan,Hybrid,0.11794339902207733,Manual,0.013062409288824383,8355545,12464041,Luxury,4,2016,UK,0.6892664178073113,0.10584391860367616
272,Mahindra,Scorpio,Sport Plus,SUV,CNG,0.11794339902207733,Manual,0.02322206095791001,5484532,5803472,Premium,7,2016,India,0.35158621179776434,0.1938198481902429
273,Tata,Harrier,ZX Hybrid,Coupe,Electric,0.0,Automatic,0.567489114658926,12131692,14100880,Luxury,4,2022,India,0.8810350274260288,0.2283624332741169
274,Rolls-Royce,Ghost,Sport S,SUV,Hybrid,0.11794339902207733,CVT,0.0014513788098693744,5409929,7401641,Luxury,4,2025,UK,0.40556235980227623,0.17270607243730068
275,Porsche,Macan,Premium MT,Luxury Sedan,Hybrid,0.29604385834938507,CVT,0.015965166908563137,10455880,13851111,Luxury,4,2017,Germany,0.8128164894364203,0.11159245772876905
276,Rolls-Royce,Cullinan,VX X,SUV,Diesel,0.14787375907541858,DCT,0.02322206095791001,5925105,10254902,Luxury,7,2018,UK,0.5248976915541491,0.15647805026181494
277,Toyota,Corolla,Signature EV,SUV,Hybrid,0.5920877166987701,Manual,0.007256894049346879,627470,1359197,Budget,6,2020,Japan,0.022063012571841234,0.3654417031140651
278,Porsche,Taycan,LX Plus,Sedan,Hybrid,0.1773596088309379,Manual,0.004354136429608127,10152016,12257710,Luxury,7,2022,Germany,0.7456011167884481,0.1005955903194384
279,Mahindra,Thar,ZX Turbo,Luxury Sedan,CNG,0.26655800859386575,CVT,0.013062409288824383,10240048,11686605,Luxury,2,2021,India,0.7284870437880112,0.12576168402285887
280,Maruti Suzuki,Brezza,Luxury Hybrid,MPV,CNG,0.26655800859386575,CVT,0.024673439767779387,3266201,4053765,Premium,6,2019,Japan/India,0.21100851028990225,0.2591951780650204
281,Audi,A4,Edition EV,Hatchback,CNG,0.14787375907541858,Manual,0.02031930333817126,11926745,13764532,Luxury,4,2022,Germany,0.861858294003189,0.07122193448264641
282,Toyota,Corolla,Edition Hybrid,MPV,CNG,0.4442139576233516,DCT,0.017416545718432506,12994932,13239997,Luxury,2,2024,Japan,0.8811185300644748,0.12465895001000299
283,Ferrari,Roma,Max Plus,MPV,Electric,0.0,Automatic,0.37300435413642963,5555364,8551858,Luxury,5,2020,Italy,0.45146408254637915,0.2676855033111556
284,Honda,Accord,Pro Turbo,Coupe,Diesel,0.29604385834938507,Automatic,0.011611030478955007,4696944,5674045,Premium,2,2021,Japan,0.3190986547360043,0.2334979686535102
285,Lamborghini,Urus,Edition S,MPV,Electric,0.0,Automatic,0.9811320754716981,6691458,11350984,Luxury,2,2024,Italy,0.5908791240675967,0.4456764453981952
286,Rolls-Royce,Ghost,VX X,Sedan,Diesel,0.26655800859386575,Automatic,0.024673439767779387,3645854,8581459,Luxury,7,2020,UK,0.384863589742645,0.21573140820183467
287,Lamborghini,Urus,LX Turbo,SUV,CNG,0.2219588087124018,DCT,0.0029027576197387505,8315968,11385295,Luxury,5,2024,Italy,0.6496470197865826,0.1329959719627433
288,Mahindra,XUV700,Max MT,SUV,Petrol,0.14787375907541858,Manual,0.024673439767779387,3830430,5966800,Premium,4,2021,India,0.2987718026646659,0.21351750506764
289,Maruti Suzuki,Swift,Signature EV,MPV,Hybrid,0.36953622758927246,Manual,0.008708272859216255,12596366,13033757,Luxury,6,2018,Japan/India,0.8596917601247303,0.11203220098739762
290,Tata,Punch,Luxury EV,Coupe,CNG,0.26655800859386575,Manual,0.017416545718432506,5661205,7292546,Luxury,4,2025,India,0.4105994784432997,0.2067575231093996
291,Honda,Amaze,Signature MT,Hatchback,Electric,0.0,Automatic,0.5471698113207547,8556482,11716655,Luxury,6,2023,Japan,0.6699070910036694,0.2740326612113468
292,Audi,A6,VX EV,MPV,Diesel,0.1773596088309379,Manual,0.018867924528301883,2840580,3227229,Premium,2,2023,Germany,0.16664770704482745,0.2504137685898864
293,Audi,Q5,Edition X,Sedan,Electric,0.0,Automatic,0.5007256894049347,9844995,11807448,Luxury,4,2025,Germany,0.7187724665761824,0.2455608746476815
294,Audi,A8,VX S,Luxury Sedan,Electric,0.0,Automatic,0.5878084179970973,11678772,13135289,Luxury,6,2021,Germany,0.8307807163676119,0.24803776720708107
295,Kia,Carens,VX S,SUV,Hybrid,0.2219588087124018,Automatic,0.008708272859216255,7520474,11936002,Luxury,4,2023,South Korea,0.6409748261687278,0.1371959507010241
296,Tesla,Model 3,VX X,Hatchback,Diesel,0.14787375907541858,Manual,0.0014513788098693744,2052868,2699648,Mid,6,2022,USA,0.12005015259868042,0.2500701962488679
297,Audi,A4,ZX Plus,MPV,Diesel,0.2219588087124018,CVT,0.0014513788098693744,598341,3470564,Mid,6,2017,Germany,0.0958315178211175,0.27094186487065525
298,Bentley,Flying Spur,Sport MT,SUV,Petrol,0.11794339902207733,CVT,0.013062409288824383,10569788,13556567,Luxury,2,2020,UK,0.8064170059411577,0.07655627157021457
299,Hyundai,Venue,Premium X,Luxury Sedan,CNG,0.2219588087124018,CVT,0.005805515239477503,6231584,6565414,Luxury,5,2022,South Korea,0.4050461101427789,0.19516216454060276
300,Hyundai,i20,Sport Turbo,Coupe,CNG,0.1773596088309379,Manual,0.018867924528301883,11271278,12190516,Luxury,6,2020,South Korea,0.782873265207887,0.09635737904912148
301,Tesla,Model X,Edition MT,MPV,Diesel,0.14787375907541858,Manual,0.008708272859216255,3797624,7940300,Premium,2,2022,USA,0.3675257565960796,0.19074120816678947
302,Ferrari,Purosangue,Edition Hybrid,SUV,Diesel,0.14787375907541858,Automatic,0.02031930333817126,4252812,5129998,Premium,4,2018,Italy,0.2840899344318294,0.21566402437548632
303,Ferrari,SF90,Premium X,MPV,Petrol,0.1773596088309379,Manual,0.011611030478955007,8516197,9584719,Luxury,5,2016,Italy,0.5929507122222389,0.1412981043782621
304,Audi,A6,Signature MT,Sedan,Electric,0.0,Automatic,0.8664731494920175,7667622,10950423,Luxury,5,2018,Germany,0.6112713044653222,0.40044777620587557
305,Tata,Safari,VX EV,SUV,CNG,0.5920877166987701,Manual,0.02031930333817126,6323149,8842505,Luxury,4,2025,India,0.4889616916323732,0.2532888766000207
306,Kia,Carens,LX EV,Coupe,Petrol,0.9999999999999999,DCT,0.015965166908563137,9169552,9438887,Luxury,7,2018,South Korea,0.6109309878149563,0.302855061464258
307,Hyundai,Verna,Edition EV,MPV,Electric,0.0,Automatic,0.8142235123367199,3721941,5242493,Premium,6,2024,South Korea,0.26926791497383695,0.4676612505743927
308,Hyundai,Alcazar,Premium AT,SUV,Petrol,0.36953622758927246,DCT,0.024673439767779387,6924053,9236917,Luxury,6,2016,South Korea,0.5242232580674726,0.20148713491970913
309,Bentley,Bentayga,VX S,MPV,Electric,0.0,Automatic,0.8127721335268505,1819606,5883688,Premium,5,2020,UK,0.22458886641643272,0.47832303013028943
